"a","ShowYourWork Init","","","000","ShowYourWork Init","1.1.2 for 2021-2022 @t1","0"
"k","a",,"459","42477805","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","l","","459","42477916","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","l",,"460","42477920","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","(","","460","42478955","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",")","","461","42478956","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","(",,"461","42478956","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","f","","461","42526381","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","f",,"462","42526381","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","462","42526393","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","462","42526472","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","462","42526473","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"463","42526479","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","d","","463","42526728","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","d",,"464","42526732","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","464","42526847","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"465","42526850","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","r","","465","42526999","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","r",,"466","42527004","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","a","","466","42527271","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","a",,"467","42527275","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","l","","467","42527336","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","l",,"468","42527340","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","T","","468","42528315","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","T",,"469","42528319","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","a","","469","42528550","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","a",,"470","42528552","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","x","","470","42529159","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","x",,"471","42529170","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","471","42531484","task4.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"472","42531485","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","*","","472","42533596","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","*",,"473","42533596","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","473","42533918","task4.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"474","42533918","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","g","","474","42538382","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","g",,"475","42538382","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","475","42538397","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","475","42538505","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","r","","475","42538506","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","r",,"476","42538513","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","476","42538646","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"477","42538667","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","s","","477","42539043","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","s",,"478","42539044","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","s","","478","42539208","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","s",,"479","42539209","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"42539558","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","s","478","42539560","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"42539721","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","s","477","42539722","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","s","","477","42541361","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","s",,"478","42541362","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","478","42541375","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","478","42541511","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","s","","478","42541512","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","s",,"479","42541520","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"42543111","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","s","478","42543112","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"42543288","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","s","477","42543289","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"42543483","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","e","476","42543484","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","o","","476","42544116","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","o",,"477","42544116","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","477","42544132","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","477","42544344","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","s","","477","42544345","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","s",,"478","42544347","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","s","","478","42544836","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","s",,"479","42544842","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","P","","479","42545430","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","P",,"480","42545435","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","a","","480","42545704","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","a",,"481","42545707","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","y","","481","42545816","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","y",,"482","42545824","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Enter",,,"42548346","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","
","","486","42548349","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","s","","484","42550062","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","s",,"485","42550062","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","485","42550082","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","485","42550433","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","485","42550434","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"486","42550442","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"42550916","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","t","485","42550918","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","485","42551522","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"486","42551530","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","a","","486","42551719","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","a",,"487","42551732","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","487","42551906","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"488","42551918","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","488","42552019","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"489","42552029","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","W","","489","42553011","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","W",,"490","42553027","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","i","","490","42553184","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","i",,"491","42553184","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","491","42553370","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"492","42553370","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","h","","492","42553470","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","h",,"493","42553470","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","h","","493","42556448","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","h",,"494","42556448","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","o","","494","42557046","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","o",,"495","42557047","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","l","","495","42557581","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","l",,"496","42557581","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","d","","496","42557810","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","d",,"497","42557810","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","i","","497","42558042","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","i",,"498","42558042","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","n","","498","42558082","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","n",,"499","42558082","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","g","","499","42558218","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","g",,"500","42558218","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","500","42559185","task4.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"501","42559186","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","=","","501","42559700","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","=",,"502","42559700","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","502","42559893","task4.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"503","42559893","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","503","42560952","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"504","42560953","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","504","42560966","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","504","42561161","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","v","","504","42561162","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","v",,"505","42561176","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","a","","505","42561373","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","a",,"506","42561389","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","l","","506","42561489","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","l",,"507","42561494","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","(","","507","42563509","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",")","","508","42563510","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","(",,"508","42563510","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","s","","508","42567719","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","s",,"509","42567719","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","509","42567729","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","509","42567947","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","509","42567948","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"510","42567952","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","a","","510","42568188","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","a",,"511","42568198","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","511","42568339","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"512","42568346","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","512","42568489","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"513","42568500","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","T","","513","42569716","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","T",,"514","42569722","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","a","","514","42570026","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","a",,"515","42570030","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","x","","515","42570441","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","x",,"516","42570458","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","516","42571167","task4.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"517","42571167","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","*","","517","42572321","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","*",,"518","42572321","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","518","42572600","task4.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"519","42572601","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","g","","519","42575333","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","g",,"520","42575334","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","520","42575346","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","520","42575453","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","r","","520","42575454","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","r",,"521","42575465","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","o","","521","42575716","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","o",,"522","42575725","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","s","","522","42575916","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","s",,"523","42575922","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","s","","523","42576080","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","s",,"524","42576084","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","P","","524","42577029","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","P",,"525","42577035","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","a","","525","42577300","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","a",,"526","42577304","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","y","","526","42577393","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","y",,"527","42577407","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Enter",,,"42586628","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","
","","531","42586629","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","calculations","381","42591854","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","c","","381","42591855","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","c",,"382","42591855","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","520","42591866","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","rossPay","","520","42591867","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","alculations","382","42591866","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","382","42591867","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","alculations","","382","42591865","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","","394","42591866","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","rossPay","520","42591865","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","520","42591866","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","382","42592144","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","r","","382","42592145","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","r",,"383","42592145","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","383","42592204","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"384","42592204","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","a","","384","42592502","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","a",,"385","42592503","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","385","42592623","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"386","42592623","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","386","42592734","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"387","42592734","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","387","42592850","task4.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"388","42592850","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","v","","388","42593113","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","v",,"389","42593113","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","389","42593126","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","389","42593302","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","a","","389","42593303","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","a",,"390","42593303","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","r","","390","42593529","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","r",,"391","42593530","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","i","","391","42593657","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","i",,"392","42593657","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","a","","392","42593805","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","a",,"393","42593805","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","b","","393","42593919","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","b",,"394","42593919","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","l","","394","42594127","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","l",,"395","42594128","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","395","42594255","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"396","42594255","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","s","","396","42594440","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","s",,"397","42594441","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Enter",,,"42596849","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","
","","536","42596851","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"42598540","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","
","536","42598541","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","#","","534","42602446","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","#",,"535","42602446","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","535","42602936","task4.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"536","42602937","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","c","","536","42603344","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","c",,"537","42603344","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","ariables","389","42603358","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","389","42603359","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","","527","42603358","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","530","42603359","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","389","42603358","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","ariables","","389","42603359","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","537","42603532","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","a","","537","42603533","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","a",,"538","42603532","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","l","","538","42603651","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","l",,"539","42603651","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","c","","539","42603903","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","c",,"540","42603904","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","u","","540","42604040","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","u",,"541","42604041","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","l","","541","42604272","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","l",,"542","42604273","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","a","","542","42604775","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","a",,"543","42604776","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","543","42605120","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"544","42605121","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","i","","544","42605233","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","i",,"545","42605234","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","o","","545","42605396","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","o",,"546","42605396","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","n","","546","42605505","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","n",,"547","42605506","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","s","","547","42605572","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","s",,"548","42605572","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Enter",,,"42618254","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","
","","534","42618256","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","533","42619378","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"534","42619379","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","534","42619392","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","534","42619478","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","o","","534","42619479","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","o",,"535","42619487","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","535","42619650","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"536","42619675","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","a","","536","42619967","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","a",,"537","42619968","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","l","","537","42620089","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","l",,"538","42620089","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","538","42620235","task4.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"539","42620235","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"42620686","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","538","42620687","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","D","","538","42621494","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","D",,"539","42621495","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","539","42621508","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","539","42621696","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","539","42621697","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"540","42621696","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","d","","540","42622082","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","d",,"541","42622082","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","u","","541","42622229","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","u",,"542","42622229","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","c","","542","42622400","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","c",,"543","42622400","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","543","42622687","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"544","42622687","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","i","","544","42622804","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","i",,"545","42622805","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","o","","545","42622996","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","o",,"546","42622996","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","n","","546","42623088","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","n",,"547","42623088","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","547","42623490","task4.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"548","42623491","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","=","","548","42623980","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","=",,"549","42623980","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","549","42624149","task4.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"550","42624149","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","f","","550","42628502","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","f",,"551","42628502","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","551","42628517","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","551","42628603","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","551","42628604","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"552","42628611","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"42629237","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","e","551","42629238","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"42629422","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","f","550","42629423","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","550","42631335","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"551","42631336","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","551","42631348","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","551","42631601","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","v","","551","42631602","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","v",,"552","42631615","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","a","","552","42631901","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","a",,"553","42631915","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","l","","553","42632057","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","l",,"554","42632063","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"42632560","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","l","553","42632562","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"42632721","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","a","552","42632723","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"42632872","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","v","551","42632873","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"42633046","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","e","550","42633047","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","(","","550","42633997","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",")","","551","42633997","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","(",,"551","42633997","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","f","","551","42634492","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","f",,"552","42634493","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","552","42634505","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","552","42634608","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","552","42634609","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"553","42634615","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","d","","553","42634838","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","d",,"554","42634842","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","554","42634976","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"555","42634982","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","r","","555","42635116","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","r",,"556","42635123","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","a","","556","42635330","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","a",,"557","42635336","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","l","","557","42635430","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","l",,"558","42635436","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Choose Lookup Item Replace",,,"42637014","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","Withholding","","558","42637022","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","569","42639020","task4.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"570","42639021","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","+","","570","42639777","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","+",,"571","42639777","task4.py","1.1.2 for 2021-2022 @t1","0"
